tick,p,T_q0,power_T2_q0,T_q1,power_T2_q1,T_q2,power_T2_q2,T_q3,power_T2_q3,T_q4,power_T2_q4
0.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.05,1.0,1.0,0.9777777777777777,0.9560493827160493,0.961111111111111,0.9237345679012344,0.95,0.9025,0.9444444444444444,0.8919753086419753
2.0,0.05,1.0,1.0,0.9560493827160493,0.914030422191739,0.9237345679012344,0.8532855519356802,0.9025,0.81450625,0.8919753086419753,0.7956199512269471
3.0,0.05,1.0,1.0,0.9348038408779149,0.873858220920102,0.8878115569272974,0.7882093606136719,0.8573749999999999,0.7350918906249998,0.8424211248285322,0.7096733515573693
4.0,0.05,1.0,1.0,0.9140304221917389,0.8354516126920085,0.8532855519356802,0.7280962331421784,0.8145062499999999,0.6634204312890623,0.7956199512269471,0.6330111067903696
5.0,0.05,1.0,1.0,0.8937186350319225,0.7987329986033227,0.8201022249159593,0.6725676593121067,0.7737809374999998,0.5987369392383786,0.7514188428254499,0.5646302773531382
6.0,0.05,1.0,1.0,0.873858220920102,0.7636281902696458,0.7882093606136719,0.6212739961590135,0.7350918906249998,0.5403600876626367,0.7096733515573693,0.5036362659106696
7.0,0.05,1.0,1.0,0.8544391493440997,0.7300662599318687,0.7575567743675846,0.5738922663902195,0.6983372960937497,0.4876749791155295,0.6702470542486266,0.44923111372896146
8.0,0.05,1.0,1.0,0.8354516126920085,0.6979793971496778,0.7280962331421784,0.5301241247158295,0.6634204312890623,0.44012666865176536,0.6330111067903695,0.40070306131996863
9.0,0.05,1.0,1.0,0.8168860212988528,0.6673027717934698,0.6997813796310937,0.4896939792783968,0.6302494097246091,0.39721431845821814,0.5978438230797934,0.35741723679466336
10.0,0.05,1.0,1.0,0.7987329986033227,0.6379744030578555,0.6725676593121066,0.4523472563525659,0.5987369392383787,0.35848592240854193,0.5646302773531383,0.3188073501038819
11.0,0.05,1.0,1.0,0.7809833764121377,0.6099350342321027,0.646412250338858,0.4178487973881464,0.5688000922764597,0.323533544973709,0.5332619286112972,0.2843682845062402
12.0,0.05,1.0,1.0,0.7636281902696457,0.5831280129744942,0.6212739961590135,0.38598137830338985,0.5403600876626367,0.2919890243387724,0.5036362659106696,0.25364948834044265
13.0,0.05,1.0,1.0,0.7466586749303202,0.5574991768487016,0.5971133407528295,0.3565443417050047,0.5133420832795048,0.26352009446574204,0.4756564733600768,0.22624908064934549
14.0,0.05,1.0,1.0,0.7300662599318687,0.5329967438909069,0.5738922663902195,0.3293523334225027,0.48767497911552954,0.23782688525533216,0.44923111372896146,0.2018085935421631
15.0,0.05,1.0,1.0,0.713842565266716,0.5095712079865656,0.5515742338083776,0.30423413540129873,0.46329123015975304,0.21463876394293727,0.424273829632908,0.18000828251137385
16.0,0.05,1.0,1.0,0.6979793971496778,0.4871752388454277,0.5301241247158295,0.28103158760572433,0.44012666865176536,0.19371148445850087,0.4007030613199687,0.1605629433511946
17.0,0.05,1.0,1.0,0.682468743879685,0.46576358637271514,0.5095081865324361,0.2595985921435717,0.4181203352191771,0.174824614723797,0.37844178013552593,0.14321818095214575
18.0,0.05,1.0,1.0,0.6673027717934698,0.44529298924324756,0.48969397927839686,0.23980019334151098,0.3972143184582182,0.1577792147882268,0.3574172367946634,0.1277470811579325
19.0,0.05,1.0,1.0,0.6524738213091704,0.42572208749379126,0.4706503245286814,0.2215117279789531,0.37735360253530725,0.14239574134637464,0.3375607236394043,0.1139472421439583
20.0,0.05,1.0,1.0,0.6379744030578555,0.407011338957027,0.45234725635256595,0.20461804032969402,0.3584859224085419,0.12851215656510312,0.31880735010388184,0.10163812648025909
21.0,0.05,1.0,1.0,0.6237971941010142,0.3891229393682984,0.43475597416107725,0.18901275706874726,0.3405616262881148,0.11598222130000557,0.3010958306536662,0.09065869923702123
22.0,0.05,1.0,1.0,0.6099350342321028,0.3720207459837164,0.4178487973881464,0.1745976174787202,0.323533544973709,0.10467395472325498,0.28436828450624024,0.080865321233022
23.0,0.05,1.0,1.0,0.5963809223602783,0.3556702045552963,0.4015991219341629,0.16128185473829065,0.3073568677250236,0.09446824413773763,0.2685700464781158,0.07212986986525727
24.0,0.05,1.0,1.0,0.5831280129744942,0.3400382795155819,0.38598137830338985,0.14898162439698456,0.2919890243387724,0.08525759033430821,0.2536494883404427,0.06433806293536838
25.0,0.05,1.0,1.0,0.5701696126861722,0.3250933872306996,0.3709709913693691,0.13761947643757252,0.27738957312183377,0.07694497527671317,0.23955785009930697,0.05738796354420203
26.0,0.05,1.0,1.0,0.5574991768487016,0.3108053321869799,0.35654434170500476,0.1271238676018552,0.26352009446574204,0.06944284018723361,0.22624908064934549,0.051188646494674035
27.0,0.05,1.0,1.0,0.5451103062520638,0.2971452459822188,0.34267872841647673,0.11742871090913341,0.2503440897424549,0.06267216326897833,0.21367968727993739,0.04565900875605183
28.0,0.05,1.0,1.0,0.5329967438909068,0.28408552899830886,0.32935233342250264,0.10847295953084735,0.23782688525533216,0.05656162735025293,0.20180859354216307,0.04072670842746598
29.0,0.05,1.0,1.0,0.5211523718044422,0.27159979463739553,0.31654418712273863,0.10020022240119537,0.22593554099256555,0.051046868683603266,0.1905970050120429,0.03632721831956071
30.0,0.05,1.0,1.0,0.5095712079865657,0.25966281600888785,0.30423413540129873,0.09255840914337578,0.21463876394293727,0.046069798986951946,0.18000828251137385,0.03240298177269458
31.0,0.05,1.0,1.0,0.498247403364642,0.24825047495960828,0.29240280791347045,0.0854994020756819,0.2039068257457904,0.04157799358572412,0.17000782237185308,0.028902659667619547
32.0,0.05,1.0,1.0,0.48717523884542774,0.23733971334409956,0.28103158760572433,0.07897875323219392,0.19371148445850087,0.037524139211116025,0.16056294335119456,0.02578045877759891
33.0,0.05,1.0,1.0,0.4763491224266404,0.22690848643663045,0.27010258142105725,0.07295540449031886,0.18402591023557582,0.03386553563803221,0.15164277983168375,0.022995532675080515
34.0,0.05,1.0,1.0,0.46576358637271503,0.21693571839077358,0.25959859214357167,0.06739142904292447,0.174824614723797,0.030563645913324063,0.14321818095214575,0.020511447355241564
35.0,0.05,1.0,1.0,0.45541328445332135,0.20740125965656178,0.24950309133798831,0.06225179258721254,0.16608338398760716,0.027583690436774968,0.13526161534369321,0.018295704585385222
36.0,0.05,1.0,1.0,0.44529298924324756,0.198285846269187,0.23980019334151095,0.05750413272662604,0.1577792147882268,0.024894280619189402,0.12774708115793248,0.016319316744371388
37.0,0.05,1.0,1.0,0.43539758948228646,0.18957106092698564,0.23047463026711884,0.05311855519676513,0.14989025404881545,0.02246708825881844,0.1206500210936029,0.014556427589886825
38.0,0.05,1.0,1.0,0.4257220874937912,0.18123929578007122,0.2215117279789531,0.049067445632221714,0.14239574134637467,0.020276547153583638,0.1139472421439583,0.012983973992213866
39.0,0.05,1.0,1.0,0.4162615966605958,0.17327371685442855,0.2128973830019938,0.045325295689097635,0.13527595427905592,0.01829958380610923,0.10761683980262726,0.01158138420910434
40.0,0.05,1.0,1.0,0.407011338957027,0.16565823003959193,0.20461804032969402,0.04186854242836429,0.12851215656510312,0.016515374385013576,0.10163812648025908,0.010330308754417141
41.0,0.05,1.0,1.0,0.39796664253575975,0.1583774485711852,0.19666067209465035,0.038675419948719585,0.12208654873684796,0.014905125382474753,0.09599156389802246,0.00921438033958813
42.0,0.05,1.0,1.0,0.3891229393682984,0.15141666194262443,0.18901275706874726,0.03572582233472927,0.11598222130000556,0.013451875657683464,0.09065869923702122,0.008218999747348672
43.0,0.05,1.0,1.0,0.38047576293789176,0.1447618061831708,0.18166226096051818,0.03300117705728741,0.11018311023500528,0.012140317781059326,0.08562210483496448,0.0073311448363696475
44.0,0.05,1.0,1.0,0.37202074598371637,0.1383994354422808,0.17459761747872024,0.030484328029245517,0.10467395472325501,0.01095663679740604,0.08086532123302201,0.00653920017811984
45.0,0.05,1.0,1.0,0.3637536182951893,0.13231669482284228,0.16780771013232554,0.028159427579854592,0.09944025698709225,0.009888364709658948,0.076372803386743,0.005832805097150103
46.0,0.05,1.0,1.0,0.35567020455529624,0.12650129440840627,0.16128185473829065,0.02601183666782309,0.09446824413773763,0.008924249150467202,0.07212986986525728,0.0052027181267789505
47.0,0.05,1.0,1.0,0.3477664222318452,0.12094148443193802,0.15500978260957934,0.024028032704669047,0.08974483193085075,0.00805413485829665,0.06812265487274298,0.004640696106910853
48.0,0.05,1.0,1.0,0.34003827951558196,0.11562603153591705,0.14898162439698456,0.022195524407964184,0.0852575903343082,0.007268856709612723,0.06433806293536837,0.004139386342275421
49.0,0.05,1.0,1.0,0.33248187330412454,0.11054419607581992,0.14318789455932404,0.0205027731483321,0.0809947108175928,0.006560143180425484,0.060763726105625686,0.0036922304102394964
50.0,0.05,1.0,1.0,0.3250933872306996,0.10568571042112959,0.13761947643757255,0.018939120294951588,0.07694497527671315,0.005920529220333998,0.05738796354420203,0.003293378359750661
51.0,0.05,1.0,1.0,0.317869089736684,0.10104075821002806,0.13226760790944472,0.017494720102086605,0.07309772651287749,0.005343277621351433,0.05419974334730192,0.0029376121789133985
52.0,0.05,1.0,1.0,0.3108053321869799,0.09659995451585894,0.12712386760185518,0.016160477714054006,0.06944284018723361,0.004822308053269667,0.051188646494674035,0.0026202775299567042
53.0,0.05,1.0,1.0,0.3038985470272692,0.09235432688528536,0.1221801616395608,0.014927991898269205,0.06597069817787193,0.004352133018075875,0.04834483280052548,0.002337222858510764
54.0,0.05,1.0,1.0,0.2971452459822188,0.08829529720983333,0.11742871090913343,0.013789502145780832,0.06267216326897833,0.003927800048813476,0.04565900875605183,0.002084745080585218
55.0,0.05,1.0,1.0,0.29054201829372506,0.08441466439419126,0.11286203881822267,0.012737839806206,0.05953855510552941,0.0035448395440541625,0.0431223971584934,0.0018595411366948396
56.0,0.05,1.0,1.0,0.2840855289983089,0.08070458778624902,0.10847295953084733,0.011766382949380844,0.056561627350252934,0.003199217688508881,0.04072670842746599,0.001658664779335829
57.0,0.05,1.0,1.0,0.27777251724279095,0.0771575713353966,0.10425456666020326,0.010869014669506766,0.053733545982740286,0.0028872939638792646,0.038464113514828986,0.00147948802848165
58.0,0.05,1.0,1.0,0.2715997946373956,0.07376644844707546,0.10020022240119535,0.01004008456924901,0.051046868683603266,0.002605782802401036,0.036327218319560706,0.0013196667908370269
59.0,0.05,1.0,1.0,0.26556424364545345,0.07052436750298176,0.0963035470855933,0.009274373181267085,0.048494525249423104,0.002351718979166935,0.034309039524029555,0.0011771101930614222
60.0,0.05,1.0,1.0,0.2596628160088878,0.06742477801766551,0.09255840914337578,0.00856705910315255,0.046069798986951946,0.0021224263786981585,0.03240298177269458,0.0010499532277615771
61.0,0.05,1.0,1.0,0.25389253120869026,0.06446141740355577,0.08895891545446671,0.007913688638834957,0.043766309037604346,0.001915489806775088,0.030602816118655993,0.0009365323543922711
62.0,0.05,1.0,1.0,0.24825047495960825,0.06162829831767108,0.0854994020756819,0.007310147755299117,0.04157799358572413,0.001728729550614517,0.028902659667619547,0.0008353637358622417
63.0,0.05,1.0,1.0,0.24273379773828363,0.05891969656444999,0.08217442532829425,0.006752636178035407,0.03949909390643792,0.001560178419429601,0.027296956352751794,0.0007451238261240365
64.0,0.05,1.0,1.0,0.23733971334409953,0.05633013953025934,0.07897875323219392,0.0062376434621117804,0.03752413921111602,0.0014080610235352147,0.025780458777598915,0.000664632054783477
65.0,0.05,1.0,1.0,0.23206549749200844,0.05385439512621338,0.07590735727316414,0.005761926888195785,0.03564793225056022,0.0012707750737405313,0.02434821106773231,0.0005928353821988422
66.0,0.05,1.0,1.0,0.22690848643663045,0.0514874612169625,0.07295540449031887,0.0053224910443460385,0.033865535638032206,0.0011468745040508295,0.022995532675080515,0.0005287945230106956
67.0,0.05,1.0,1.0,0.22186607562692756,0.04922455551409354,0.0701182498712509,0.004916568965007176,0.03217225885613059,0.0010350542399058733,0.021718003082020484,0.00047167165787065124
68.0,0.05,1.0,1.0,0.2169357183907736,0.04706110591372103,0.06739142904292447,0.004541604708447524,0.030563645913324063,0.0009341364515150506,0.020511447355241567,0.0004207194726068463
69.0,0.05,1.0,1.0,0.2121149246487564,0.0449927412587476,0.06477065124681074,0.004195237262935986,0.02903546361765786,0.0008430581474923333,0.01937192250217259,0.0003752713814301808
70.0,0.05,1.0,1.0,0.2074012596565618,0.04301528250712857,0.062251792587212536,0.0038752856803213297,0.027583690436774964,0.0007608599781118306,0.018295704585385226,0.000334732806275686
71.0,0.05,1.0,1.0,0.20279234277530486,0.041124734288296744,0.059830889542154264,0.0035797353434054643,0.026204505914936217,0.0006866761302459272,0.017279276552863824,0.0002985733981903495
72.0,0.05,1.0,1.0,0.19828584626918697,0.03931727683068765,0.05750413272662604,0.0033067252806414237,0.024894280619189402,0.0006197252075469491,0.016319316744371388,0.00026632009900312033
73.0,0.05,1.0,1.0,0.1938794941298717,0.03758925824405496,0.055267860898368354,0.003054536448281394,0.023649566588229934,0.0005593019998111216,0.015412688036350755,0.0002375509525058697
74.0,0.05,1.0,1.0,0.18957106092698567,0.035937187140982915,0.05311855519676514,0.0028215809061917846,0.022467088258818435,0.0005047700548295372,0.014556427589886824,0.00021188958417961832
75.0,0.05,1.0,1.0,0.18535837068416375,0.034357725582687855,0.05105283360577982,0.0026063918191794413,0.02134373384587751,0.0004555549744836572,0.013747737168226444,0.00018900027724663484
76.0,0.05,1.0,1.0,0.18123929578007122,0.032847682334856146,0.049067445632221714,0.002407614220871034,0.020276547153583634,0.0004111383644715006,0.012983973992213864,0.00016858358063048603
77.0,0.05,1.0,1.0,0.1772117558738474,0.03140400641989209,0.04715926719096864,0.0022239964819891715,0.01926271979590445,0.0003710523739355292,0.012262642103757538,0.0001503723913648471
78.0,0.05,1.0,1.0,0.17327371685442858,0.030023780952548686,0.045325295689097635,0.0020543824293041326,0.01829958380610923,0.00033487476747681515,0.011581384209104342,0.0001341284601988914
79.0,0.05,1.0,1.0,0.16942318981321905,0.02870421724648605,0.04356264530118828,0.0018977040656371414,0.017384604615803767,0.00030222447764782567,0.01093797397526521,0.00011963927468357903
80.0,0.05,1.0,1.0,0.16565823003959196,0.027442649179850367,0.04186854242836429,0.0017529748450757407,0.01651537438501358,0.0002727575910771627,0.010330308754417143,0.00010671527896158747
