branch_id,parent_id,depth,shell_q,action,defect_count,coherence_loss,observation_token,memory_length,memory_record,memory_hash,measure,phase
b0.0.0.0.0,b0.0.0.0,4,0,0.4133333333333333,0,1.6666666666666663,,0,EMPTY,cc1d2f838445db7a,0.0074389084478966,1.0333333333333334
b0.0.0.0.1,b0.0.0.0,4,1,0.6663401289144566,0,2.0,,0,EMPTY,cc1d2f838445db7a,0.0057760342339764,1.2863401289144567
b0.0.0.0.2,b0.0.0.0,4,2,0.7526802578289131,0,1.5,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0052982532967784,1.3726802578289132
b0.0.0.0.3,b0.0.0.0,4,3,0.9056870534100364,0,1.3333333333333333,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.0045465577310439,1.5256870534100366
b0.0.0.0.4,b0.0.0.0,4,4,1.4753605156578264,1,1.5,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0025720337844428,2.0953605156578266
b0.0.0.1.0,b0.0.0.1,4,0,0.4133333333333333,0,2.0,,1,t3:q1:r1,15b6f910cc830186,0.0057760342339764,1.2863401289144565
b0.0.0.1.1,b0.0.0.1,4,1,0.6663401289144566,0,2.333333333333333,,1,t3:q1:r1,15b6f910cc830186,0.0044848745895644,1.5393469244955795
b0.0.0.1.2,b0.0.0.1,4,2,0.7526802578289131,0,1.8333333333333333,t4:q2:r0,2,t3:q1:r1|t4:q2:r0,28d166f7e83150e8,0.0041138955583092,1.6256870534100365
b0.0.0.1.3,b0.0.0.1,4,3,0.9056870534100364,0,1.6666666666666667,t4:q3:r1,2,t3:q1:r1|t4:q3:r1,56c0b34234df91fd,0.0035302320609531,1.7786938489911597
b0.0.0.1.4,b0.0.0.1,4,4,1.4753605156578264,1,1.8333333333333333,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1,0.0019970880531654,2.34836731123895
b0.0.0.2.0,b0.0.0.2,4,0,0.4133333333333333,0,1.5,,1,t3:q2:r2,31563140965101ea,0.0052982532967784,1.3726802578289132
b0.0.0.2.1,b0.0.0.2,4,1,0.6663401289144566,0,1.8333333333333333,,1,t3:q2:r2,31563140965101ea,0.0041138955583092,1.6256870534100365
b0.0.0.2.2,b0.0.0.2,4,2,0.7526802578289131,0,1.3333333333333333,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9,0.0037736031023155,1.712027182324493
b0.0.0.2.3,b0.0.0.2,4,3,0.9056870534100364,0,1.1666666666666663,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea,0.0032382189747621,1.8650339779056164
b0.0.0.2.4,b0.0.0.2,4,4,1.4753605156578264,1,1.3333333333333333,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce,0.0018318932909711,2.4347074401534066
b0.0.0.3.0,b0.0.0.3,4,0,0.4133333333333333,1,1.3333333333333333,,0,EMPTY,cc1d2f838445db7a,0.0032039050822851,1.8756870534100365
b0.0.0.3.1,b0.0.0.3,4,1,0.6663401289144566,1,1.6666666666666663,,0,EMPTY,cc1d2f838445db7a,0.0024877124872968,2.12869384899116
b0.0.0.3.2,b0.0.0.3,4,2,0.7526802578289131,1,1.1666666666666663,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.002281934343416,2.215033977905616
b0.0.0.3.3,b0.0.0.3,4,3,0.9056870534100364,1,1.0,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.001958182376275,2.36804077348674
b0.0.0.3.4,b0.0.0.3,4,4,1.4753605156578264,2,1.1666666666666663,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0011077636149851,2.9377142357345294
b0.0.0.4.0,b0.0.0.4,4,0,0.4133333333333333,0,1.5,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0036498896773884,1.7453605156578265
b0.0.0.4.1,b0.0.0.4,4,1,0.6663401289144566,0,1.8333333333333333,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0028340028479304,1.9983673112389495
b0.0.0.4.2,b0.0.0.4,4,2,0.7526802578289131,0,1.3333333333333333,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b,0.0025995803217028,2.084707440153406
b0.0.0.4.3,b0.0.0.4,4,3,0.9056870534100364,0,1.1666666666666663,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66,0.0022307619789137,2.2377142357345297
b0.0.0.4.4,b0.0.0.4,4,4,1.4753605156578264,1,1.3333333333333333,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6,0.00126196465859,2.80738769798232
b0.0.1.0.0,b0.0.1.0,4,0,0.4133333333333333,0,2.0,,0,EMPTY,cc1d2f838445db7a,0.0057760342339764,1.2863401289144567
b0.0.1.0.1,b0.0.1.0,4,1,0.6663401289144566,0,2.333333333333333,,0,EMPTY,cc1d2f838445db7a,0.0044848745895644,1.53934692449558
b0.0.1.0.2,b0.0.1.0,4,2,0.7526802578289131,0,1.8333333333333333,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0041138955583092,1.6256870534100365
b0.0.1.0.3,b0.0.1.0,4,3,0.9056870534100364,0,1.6666666666666663,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.0035302320609531,1.77869384899116
b0.0.1.0.4,b0.0.1.0,4,4,1.4753605156578264,1,1.8333333333333333,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0019970880531654,2.34836731123895
b0.0.1.1.0,b0.0.1.1,4,0,0.4133333333333333,0,2.333333333333333,,1,t3:q1:r1,15b6f910cc830186,0.0044848745895644,1.53934692449558
b0.0.1.1.1,b0.0.1.1,4,1,0.6663401289144566,0,2.6666666666666665,,1,t3:q1:r1,15b6f910cc830186,0.0034823374082174,1.7923537200767032
b0.0.1.1.2,b0.0.1.1,4,2,0.7526802578289131,0,2.1666666666666665,t4:q2:r0,2,t3:q1:r1|t4:q2:r0,28d166f7e83150e8,0.0031942860631006,1.87869384899116
b0.0.1.1.3,b0.0.1.1,4,3,0.9056870534100364,0,2.0,t4:q3:r1,2,t3:q1:r1|t4:q3:r1,56c0b34234df91fd,0.0027410931833301,2.0317006445722834
b0.0.1.1.4,b0.0.1.1,4,4,1.4753605156578264,1,2.1666666666666665,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1,0.0015506641927567,2.601374106820073
b0.0.1.2.0,b0.0.1.2,4,0,0.4133333333333333,0,1.833333333333333,,1,t3:q2:r2,31563140965101ea,0.0041138955583092,1.6256870534100365
b0.0.1.2.1,b0.0.1.2,4,1,0.6663401289144566,0,2.1666666666666665,,1,t3:q2:r2,31563140965101ea,0.0031942860631006,1.87869384899116
b0.0.1.2.2,b0.0.1.2,4,2,0.7526802578289131,0,1.6666666666666663,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9,0.0029300616961588,1.9650339779056163
b0.0.1.2.3,b0.0.1.2,4,3,0.9056870534100364,0,1.4999999999999998,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea,0.0025143559416471,2.11804077348674
b0.0.1.2.4,b0.0.1.2,4,4,1.4753605156578264,1,1.6666666666666663,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce,0.0014223966373228,2.6877142357345294
b0.0.1.3.0,b0.0.1.3,4,0,0.4133333333333333,1,1.6666666666666663,,0,EMPTY,cc1d2f838445db7a,0.0024877124872968,2.12869384899116
b0.0.1.3.1,b0.0.1.3,4,1,0.6663401289144566,1,2.0,,0,EMPTY,cc1d2f838445db7a,0.0019316157191019,2.381700644572283
b0.0.1.3.2,b0.0.1.3,4,2,0.7526802578289131,1,1.5,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0017718366853922,2.46804077348674
b0.0.1.3.3,b0.0.1.3,4,3,0.9056870534100364,1,1.3333333333333333,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.0015204553895178,2.621047569067863
b0.0.1.3.4,b0.0.1.3,4,4,1.4753605156578264,2,1.5,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0008601370225381,3.190721031315653
b0.0.1.4.0,b0.0.1.4,4,0,0.4133333333333333,0,1.833333333333333,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0028340028479304,1.9983673112389495
b0.0.1.4.1,b0.0.1.4,4,1,0.6663401289144566,0,2.1666666666666665,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0022004972347066,2.251374106820073
b0.0.1.4.2,b0.0.1.4,4,2,0.7526802578289131,0,1.6666666666666663,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b,0.002018476909253,2.3377142357345297
b0.0.1.4.3,b0.0.1.4,4,3,0.9056870534100364,0,1.4999999999999998,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66,0.0017321032579318,2.490721031315653
b0.0.1.4.4,b0.0.1.4,4,4,1.4753605156578264,1,1.6666666666666663,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6,0.0009798683665942,3.060394493563443
b0.0.2.0.0,b0.0.2.0,4,0,0.4133333333333333,0,1.5,,1,t2:q2:r2,fe3f5fcb885a05fa,0.0052982532967784,1.3726802578289132
b0.0.2.0.1,b0.0.2.0,4,1,0.6663401289144566,0,1.8333333333333333,,1,t2:q2:r2,fe3f5fcb885a05fa,0.0041138955583092,1.6256870534100365
b0.0.2.0.2,b0.0.2.0,4,2,0.7526802578289131,0,1.3333333333333333,t4:q2:r0,2,t2:q2:r2|t4:q2:r0,15bd5c58c3d39ab6,0.0037736031023155,1.712027182324493
b0.0.2.0.3,b0.0.2.0,4,3,0.9056870534100364,0,1.1666666666666663,t4:q3:r1,2,t2:q2:r2|t4:q3:r1,b198caf3d1c15f91,0.0032382189747621,1.8650339779056164
b0.0.2.0.4,b0.0.2.0,4,4,1.4753605156578264,1,1.3333333333333333,t4:q4:r2,2,t2:q2:r2|t4:q4:r2,fd0843aca4346550,0.0018318932909711,2.4347074401534066
b0.0.2.1.0,b0.0.2.1,4,0,0.4133333333333333,0,1.8333333333333333,,2,t2:q2:r2|t3:q1:r2,eaaa253cf539913f,0.0041138955583092,1.6256870534100365
b0.0.2.1.1,b0.0.2.1,4,1,0.6663401289144566,0,2.166666666666667,,2,t2:q2:r2|t3:q1:r2,eaaa253cf539913f,0.0031942860631006,1.8786938489911595
b0.0.2.1.2,b0.0.2.1,4,2,0.7526802578289131,0,1.6666666666666667,t4:q2:r1,3,t2:q2:r2|t3:q1:r2|t4:q2:r1,0a17a7ff4e660659,0.0029300616961588,1.965033977905616
b0.0.2.1.3,b0.0.2.1,4,3,0.9056870534100364,0,1.5,t4:q3:r2,3,t2:q2:r2|t3:q1:r2|t4:q3:r2,64e25f2d73c03c52,0.0025143559416471,2.1180407734867392
b0.0.2.1.4,b0.0.2.1,4,4,1.4753605156578264,1,1.6666666666666667,t4:q4:r0,3,t2:q2:r2|t3:q1:r2|t4:q4:r0,7f90e67a8abfae48,0.0014223966373228,2.6877142357345294
b0.0.2.2.0,b0.0.2.2,4,0,0.4133333333333333,0,1.3333333333333333,,2,t2:q2:r2|t3:q2:r0,de0a5bca19ac9ba3,0.0037736031023155,1.712027182324493
b0.0.2.2.1,b0.0.2.2,4,1,0.6663401289144566,0,1.6666666666666663,,2,t2:q2:r2|t3:q2:r0,de0a5bca19ac9ba3,0.0029300616961588,1.9650339779056163
b0.0.2.2.2,b0.0.2.2,4,2,0.7526802578289131,0,1.1666666666666663,t4:q2:r1,3,t2:q2:r2|t3:q2:r0|t4:q2:r1,c8addd5abc4e4988,0.0026876933917945,2.051374106820073
b0.0.2.2.3,b0.0.2.2,4,3,0.9056870534100364,0,1.0,t4:q3:r2,3,t2:q2:r2|t3:q2:r0|t4:q3:r2,cf4b012b67879c2e,0.0023063739094107,2.204380902401196
b0.0.2.2.4,b0.0.2.2,4,4,1.4753605156578264,1,1.1666666666666663,t4:q4:r0,3,t2:q2:r2|t3:q2:r0|t4:q4:r0,e0867ed0fd2d7a7f,0.001304739093943,2.774054364648986
b0.0.2.3.0,b0.0.2.3,4,0,0.4133333333333333,1,1.1666666666666663,,1,t2:q2:r2,fe3f5fcb885a05fa,0.002281934343416,2.215033977905616
b0.0.2.3.1,b0.0.2.3,4,1,0.6663401289144566,1,1.5,,1,t2:q2:r2,fe3f5fcb885a05fa,0.0017718366853922,2.46804077348674
b0.0.2.3.2,b0.0.2.3,4,2,0.7526802578289131,1,1.0,t4:q2:r0,2,t2:q2:r2|t4:q2:r0,15bd5c58c3d39ab6,0.0016252742243997,2.554380902401196
b0.0.2.3.3,b0.0.2.3,4,3,0.9056870534100364,1,0.8333333333333333,t4:q3:r1,2,t2:q2:r2|t4:q3:r1,b198caf3d1c15f91,0.0013946866403129,2.70738769798232
b0.0.2.3.4,b0.0.2.3,4,4,1.4753605156578264,2,1.0,t4:q4:r2,2,t2:q2:r2|t4:q4:r2,fd0843aca4346550,0.0007889883665399,3.2770611602301094
b0.0.2.4.0,b0.0.2.4,4,0,0.4133333333333333,0,1.3333333333333333,,2,t2:q2:r2|t3:q4:r2,c4f25e5d873d543b,0.0025995803217028,2.084707440153406
b0.0.2.4.1,b0.0.2.4,4,1,0.6663401289144566,0,1.6666666666666663,,2,t2:q2:r2|t3:q4:r2,c4f25e5d873d543b,0.002018476909253,2.3377142357345297
b0.0.2.4.2,b0.0.2.4,4,2,0.7526802578289131,0,1.1666666666666663,t4:q2:r1,3,t2:q2:r2|t3:q4:r2|t4:q2:r1,271b816fdd070443,0.0018515129075955,2.424054364648986
b0.0.2.4.3,b0.0.2.4,4,3,0.9056870534100364,0,1.0,t4:q3:r2,3,t2:q2:r2|t3:q4:r2|t4:q3:r2,5e2a6b264cb14783,0.0015888274592826,2.5770611602301097
b0.0.2.4.4,b0.0.2.4,4,4,1.4753605156578264,1,1.1666666666666663,t4:q4:r0,3,t2:q2:r2|t3:q4:r2|t4:q4:r0,bb544d00a5a11043,0.0008988157953043,3.1467346224779
b0.0.3.0.0,b0.0.3.0,4,0,0.4133333333333333,0,1.3333333333333333,,0,EMPTY,cc1d2f838445db7a,0.0045465577310439,1.5256870534100364
b0.0.3.0.1,b0.0.3.0,4,1,0.6663401289144566,0,1.6666666666666663,,0,EMPTY,cc1d2f838445db7a,0.0035302320609531,1.7786938489911597
b0.0.3.0.2,b0.0.3.0,4,2,0.7526802578289131,0,1.1666666666666663,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0032382189747621,1.865033977905616
b0.0.3.0.3,b0.0.3.0,4,3,0.9056870534100364,0,1.0,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.0027787930643991,2.01804077348674
b0.0.3.0.4,b0.0.3.0,4,4,1.4753605156578264,1,1.1666666666666663,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0015719913975378,2.5877142357345297
b0.0.3.1.0,b0.0.3.1,4,0,0.4133333333333333,0,1.6666666666666663,,1,t3:q1:r1,15b6f910cc830186,0.0035302320609531,1.7786938489911597
b0.0.3.1.1,b0.0.3.1,4,1,0.6663401289144566,0,2.0,,1,t3:q1:r1,15b6f910cc830186,0.0027410931833301,2.0317006445722825
b0.0.3.1.2,b0.0.3.1,4,2,0.7526802578289131,0,1.5,t4:q2:r0,2,t3:q1:r1|t4:q2:r0,28d166f7e83150e8,0.0025143559416471,2.1180407734867392
b0.0.3.1.3,b0.0.3.1,4,3,0.9056870534100364,0,1.3333333333333333,t4:q3:r1,2,t3:q1:r1|t4:q3:r1,56c0b34234df91fd,0.0021576289023484,2.2710475690678624
b0.0.3.1.4,b0.0.3.1,4,4,1.4753605156578264,1,1.5,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1,0.0012205925360275,2.840721031315653
b0.0.3.2.0,b0.0.3.2,4,0,0.4133333333333333,0,1.1666666666666663,,1,t3:q2:r2,31563140965101ea,0.0032382189747621,1.865033977905616
b0.0.3.2.1,b0.0.3.2,4,1,0.6663401289144566,0,1.5,,1,t3:q2:r2,31563140965101ea,0.0025143559416471,2.1180407734867392
b0.0.3.2.2,b0.0.3.2,4,2,0.7526802578289131,0,1.0,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9,0.0023063739094107,2.204380902401196
b0.0.3.2.3,b0.0.3.2,4,3,0.9056870534100364,0,0.8333333333333333,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea,0.0019791545517246,2.357387697982319
b0.0.3.2.4,b0.0.3.2,4,4,1.4753605156578264,1,1.0,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce,0.0011196277871745,2.9270611602301093
b0.0.3.3.0,b0.0.3.3,4,0,0.4133333333333333,1,1.0,,0,EMPTY,cc1d2f838445db7a,0.001958182376275,2.3680407734867392
b0.0.3.3.1,b0.0.3.3,4,1,0.6663401289144566,1,1.3333333333333333,,0,EMPTY,cc1d2f838445db7a,0.0015204553895178,2.621047569067863
b0.0.3.3.2,b0.0.3.3,4,2,0.7526802578289131,1,0.8333333333333333,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0013946866403129,2.7073876979823197
b0.0.3.3.3,b0.0.3.3,4,3,0.9056870534100364,1,0.6666666666666666,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.001196813925592,2.860394493563443
b0.0.3.3.4,b0.0.3.3,4,4,1.4753605156578264,2,0.8333333333333333,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0006770497665291,3.4300679558112326
b0.0.3.4.0,b0.0.3.4,4,0,0.4133333333333333,0,1.1666666666666663,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0022307619789137,2.237714235734529
b0.0.3.4.1,b0.0.3.4,4,1,0.6663401289144566,0,1.5,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0017321032579318,2.490721031315653
b0.0.3.4.2,b0.0.3.4,4,2,0.7526802578289131,0,1.0,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b,0.0015888274592826,2.577061160230109
b0.0.3.4.3,b0.0.3.4,4,3,0.9056870534100364,0,0.8333333333333333,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66,0.0013634108004403,2.730067955811233
b0.0.3.4.4,b0.0.3.4,4,4,1.4753605156578264,1,1.0,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6,0.0007712953069665,3.2997414180590225
b0.0.4.0.0,b0.0.4.0,4,0,0.4133333333333333,1,1.5,,1,t2:q4:r1,fdcbd870a065ef15,0.0025720337844428,2.095360515657826
b0.0.4.0.1,b0.0.4.0,4,1,0.6663401289144566,1,1.8333333333333333,,1,t2:q4:r1,fdcbd870a065ef15,0.0019970880531654,2.34836731123895
b0.0.4.0.2,b0.0.4.0,4,2,0.7526802578289131,1,1.3333333333333333,t4:q2:r0,2,t2:q4:r1|t4:q2:r0,ae66c45a4d04292e,0.0018318932909711,2.434707440153406
b0.0.4.0.3,b0.0.4.0,4,3,0.9056870534100364,1,1.1666666666666663,t4:q3:r1,2,t2:q4:r1|t4:q3:r1,25c37c7d9b3ece7a,0.0015719913975378,2.5877142357345297
b0.0.4.0.4,b0.0.4.0,4,4,1.4753605156578264,2,1.3333333333333333,t4:q4:r2,2,t2:q4:r1|t4:q4:r2,c13a042a0c64d1ac,0.0008892914645543,3.1573876979823194
b0.0.4.1.0,b0.0.4.1,4,0,0.4133333333333333,1,1.8333333333333333,,2,t2:q4:r1|t3:q1:r2,be6a421582c54494,0.0019970880531654,2.34836731123895
b0.0.4.1.1,b0.0.4.1,4,1,0.6663401289144566,1,2.166666666666667,,2,t2:q4:r1|t3:q1:r2,be6a421582c54494,0.0015506641927567,2.6013741068200726
b0.0.4.1.2,b0.0.4.1,4,2,0.7526802578289131,1,1.6666666666666667,t4:q2:r1,3,t2:q4:r1|t3:q1:r2|t4:q2:r1,d636aea9163dcb51,0.0014223966373228,2.6877142357345294
b0.0.4.1.3,b0.0.4.1,4,3,0.9056870534100364,1,1.5,t4:q3:r2,3,t2:q4:r1|t3:q1:r2|t4:q3:r2,ec3d9705168e805a,0.0012205925360275,2.840721031315653
b0.0.4.1.4,b0.0.4.1,4,4,1.4753605156578264,2,1.6666666666666667,t4:q4:r0,3,t2:q4:r1|t3:q1:r2|t4:q4:r0,60a55681d1102b41,0.000690501567431,3.4103944935634427
b0.0.4.2.0,b0.0.4.2,4,0,0.4133333333333333,1,1.3333333333333333,,2,t2:q4:r1|t3:q2:r0,b49db9364f40f0c4,0.0018318932909711,2.4347074401534057
b0.0.4.2.1,b0.0.4.2,4,1,0.6663401289144566,1,1.6666666666666663,,2,t2:q4:r1|t3:q2:r0,b49db9364f40f0c4,0.0014223966373228,2.6877142357345294
b0.0.4.2.2,b0.0.4.2,4,2,0.7526802578289131,1,1.1666666666666663,t4:q2:r1,3,t2:q4:r1|t3:q2:r0|t4:q2:r1,f04785dd5f9798e8,0.001304739093943,2.7740543646489857
b0.0.4.2.3,b0.0.4.2,4,3,0.9056870534100364,1,1.0,t4:q3:r2,3,t2:q4:r1|t3:q2:r0|t4:q3:r2,acc6876f6bca9342,0.0011196277871745,2.9270611602301093
b0.0.4.2.4,b0.0.4.2,4,4,1.4753605156578264,2,1.1666666666666663,t4:q4:r0,3,t2:q4:r1|t3:q2:r0|t4:q4:r0,937f4dff8261ccee,0.000633384785802,3.496734622477899
b0.0.4.3.0,b0.0.4.3,4,0,0.4133333333333333,2,1.1666666666666663,,1,t2:q4:r1,fdcbd870a065ef15,0.0011077636149851,2.9377142357345294
b0.0.4.3.1,b0.0.4.3,4,1,0.6663401289144566,2,1.5,,1,t2:q4:r1,fdcbd870a065ef15,0.0008601370225381,3.190721031315653
b0.0.4.3.2,b0.0.4.3,4,2,0.7526802578289131,2,1.0,t4:q2:r0,2,t2:q4:r1|t4:q2:r0,ae66c45a4d04292e,0.0007889883665399,3.2770611602301094
b0.0.4.3.3,b0.0.4.3,4,3,0.9056870534100364,2,0.8333333333333333,t4:q3:r1,2,t2:q4:r1|t4:q3:r1,25c37c7d9b3ece7a,0.0006770497665291,3.430067955811233
b0.0.4.3.4,b0.0.4.3,4,4,1.4753605156578264,3,1.0,t4:q4:r2,2,t2:q4:r1|t4:q4:r2,c13a042a0c64d1ac,0.0003830139143228,3.999741418059023
b0.0.4.4.0,b0.0.4.4,4,0,0.4133333333333333,1,1.3333333333333333,,2,t2:q4:r1|t3:q4:r2,c78cf84910990f35,0.00126196465859,2.80738769798232
b0.0.4.4.1,b0.0.4.4,4,1,0.6663401289144566,1,1.6666666666666663,,2,t2:q4:r1|t3:q4:r2,c78cf84910990f35,0.0009798683665942,3.060394493563443
b0.0.4.4.2,b0.0.4.4,4,2,0.7526802578289131,1,1.1666666666666663,t4:q2:r1,3,t2:q4:r1|t3:q4:r2|t4:q2:r1,d1b85f05a6dc5de3,0.0008988157953043,3.1467346224779
b0.0.4.4.3,b0.0.4.4,4,3,0.9056870534100364,1,1.0,t4:q3:r2,3,t2:q4:r1|t3:q4:r2|t4:q3:r2,c01ca0a969eb4659,0.0007712953069665,3.299741418059023
b0.0.4.4.4,b0.0.4.4,4,4,1.4753605156578264,2,1.1666666666666663,t4:q4:r0,3,t2:q4:r1|t3:q4:r2|t4:q4:r0,b032cf2aef3649f4,0.000436329571657,3.8694148803068127
b0.1.0.0.0,b0.1.0.0,4,0,0.4133333333333333,0,2.0,,0,EMPTY,cc1d2f838445db7a,0.0057760342339764,1.2863401289144565
