branch_id,parent_id,depth,shell_q,action,defect_count,coherence_loss,observation_token,memory_length,memory_record,memory_hash,measure,phase
b0.1.0.0.1,b0.1.0.0,4,1,0.6663401289144566,0,2.333333333333333,,0,EMPTY,cc1d2f838445db7a,0.0044848745895644,1.5393469244955795
b0.1.0.0.2,b0.1.0.0,4,2,0.7526802578289131,0,1.8333333333333333,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0041138955583092,1.6256870534100365
b0.1.0.0.3,b0.1.0.0,4,3,0.9056870534100364,0,1.6666666666666663,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.0035302320609531,1.7786938489911597
b0.1.0.0.4,b0.1.0.0,4,4,1.4753605156578264,1,1.8333333333333333,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0019970880531654,2.34836731123895
b0.1.0.1.0,b0.1.0.1,4,0,0.4133333333333333,0,2.333333333333333,,1,t3:q1:r1,15b6f910cc830186,0.0044848745895644,1.5393469244955795
b0.1.0.1.1,b0.1.0.1,4,1,0.6663401289144566,0,2.6666666666666665,,1,t3:q1:r1,15b6f910cc830186,0.0034823374082174,1.792353720076703
b0.1.0.1.2,b0.1.0.1,4,2,0.7526802578289131,0,2.1666666666666665,t4:q2:r0,2,t3:q1:r1|t4:q2:r0,28d166f7e83150e8,0.0031942860631006,1.8786938489911595
b0.1.0.1.3,b0.1.0.1,4,3,0.9056870534100364,0,2.0,t4:q3:r1,2,t3:q1:r1|t4:q3:r1,56c0b34234df91fd,0.0027410931833301,2.031700644572283
b0.1.0.1.4,b0.1.0.1,4,4,1.4753605156578264,1,2.1666666666666665,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1,0.0015506641927567,2.6013741068200726
b0.1.0.2.0,b0.1.0.2,4,0,0.4133333333333333,0,1.833333333333333,,1,t3:q2:r2,31563140965101ea,0.0041138955583092,1.6256870534100365
b0.1.0.2.1,b0.1.0.2,4,1,0.6663401289144566,0,2.1666666666666665,,1,t3:q2:r2,31563140965101ea,0.0031942860631006,1.8786938489911595
b0.1.0.2.2,b0.1.0.2,4,2,0.7526802578289131,0,1.6666666666666663,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9,0.0029300616961588,1.965033977905616
b0.1.0.2.3,b0.1.0.2,4,3,0.9056870534100364,0,1.4999999999999998,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea,0.0025143559416471,2.1180407734867392
b0.1.0.2.4,b0.1.0.2,4,4,1.4753605156578264,1,1.6666666666666663,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce,0.0014223966373228,2.6877142357345294
b0.1.0.3.0,b0.1.0.3,4,0,0.4133333333333333,1,1.6666666666666663,,0,EMPTY,cc1d2f838445db7a,0.0024877124872968,2.1286938489911598
b0.1.0.3.1,b0.1.0.3,4,1,0.6663401289144566,1,2.0,,0,EMPTY,cc1d2f838445db7a,0.0019316157191019,2.381700644572283
b0.1.0.3.2,b0.1.0.3,4,2,0.7526802578289131,1,1.5,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0017718366853922,2.46804077348674
b0.1.0.3.3,b0.1.0.3,4,3,0.9056870534100364,1,1.3333333333333333,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.0015204553895178,2.621047569067863
b0.1.0.3.4,b0.1.0.3,4,4,1.4753605156578264,2,1.5,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0008601370225381,3.1907210313156527
b0.1.0.4.0,b0.1.0.4,4,0,0.4133333333333333,0,1.833333333333333,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0028340028479304,1.9983673112389493
b0.1.0.4.1,b0.1.0.4,4,1,0.6663401289144566,0,2.1666666666666665,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0022004972347066,2.251374106820073
b0.1.0.4.2,b0.1.0.4,4,2,0.7526802578289131,0,1.6666666666666663,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b,0.002018476909253,2.3377142357345293
b0.1.0.4.3,b0.1.0.4,4,3,0.9056870534100364,0,1.4999999999999998,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66,0.0017321032579318,2.490721031315653
b0.1.0.4.4,b0.1.0.4,4,4,1.4753605156578264,1,1.6666666666666663,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6,0.0009798683665942,3.0603944935634426
b0.1.1.0.0,b0.1.1.0,4,0,0.4133333333333333,0,2.333333333333333,,0,EMPTY,cc1d2f838445db7a,0.0044848745895644,1.53934692449558
b0.1.1.0.1,b0.1.1.0,4,1,0.6663401289144566,0,2.6666666666666665,,0,EMPTY,cc1d2f838445db7a,0.0034823374082174,1.7923537200767032
b0.1.1.0.2,b0.1.1.0,4,2,0.7526802578289131,0,2.1666666666666665,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0031942860631006,1.87869384899116
b0.1.1.0.3,b0.1.1.0,4,3,0.9056870534100364,0,2.0,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.0027410931833301,2.0317006445722834
b0.1.1.0.4,b0.1.1.0,4,4,1.4753605156578264,1,2.1666666666666665,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0015506641927567,2.601374106820073
b0.1.1.1.0,b0.1.1.1,4,0,0.4133333333333333,0,2.6666666666666665,,1,t3:q1:r1,15b6f910cc830186,0.0034823374082174,1.792353720076703
b0.1.1.1.1,b0.1.1.1,4,1,0.6663401289144566,0,3.0,,1,t3:q1:r1,15b6f910cc830186,0.0027039047764874,2.0453605156578263
b0.1.1.1.2,b0.1.1.1,4,2,0.7526802578289131,0,2.5,t4:q2:r0,2,t3:q1:r1|t4:q2:r0,28d166f7e83150e8,0.0024802436786004,2.131700644572283
b0.1.1.1.3,b0.1.1.1,4,3,0.9056870534100364,0,2.333333333333333,t4:q3:r1,2,t3:q1:r1|t4:q3:r1,56c0b34234df91fd,0.0021283563544744,2.284707440153406
b0.1.1.1.4,b0.1.1.1,4,4,1.4753605156578264,1,2.5,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1,0.0012040327590396,2.8543809024011964
b0.1.1.2.0,b0.1.1.2,4,0,0.4133333333333333,0,2.1666666666666665,,1,t3:q2:r2,31563140965101ea,0.0031942860631006,1.8786938489911595
b0.1.1.2.1,b0.1.1.2,4,1,0.6663401289144566,0,2.5,,1,t3:q2:r2,31563140965101ea,0.0024802436786004,2.131700644572283
b0.1.1.2.2,b0.1.1.2,4,2,0.7526802578289131,0,2.0,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9,0.0022750833382633,2.21804077348674
b0.1.1.2.3,b0.1.1.2,4,3,0.9056870534100364,0,1.833333333333333,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea,0.0019523033650807,2.371047569067863
b0.1.1.2.4,b0.1.1.2,4,4,1.4753605156578264,1,2.0,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce,0.0011044377987731,2.9407210313156527
b0.1.1.3.0,b0.1.1.3,4,0,0.4133333333333333,1,2.0,,0,EMPTY,cc1d2f838445db7a,0.0019316157191019,2.381700644572283
b0.1.1.3.1,b0.1.1.3,4,1,0.6663401289144566,1,2.333333333333333,,0,EMPTY,cc1d2f838445db7a,0.0014998273736752,2.634707440153406
b0.1.1.3.2,b0.1.1.3,4,2,0.7526802578289131,1,1.8333333333333333,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0013757649288901,2.7210475690678626
b0.1.1.3.3,b0.1.1.3,4,3,0.9056870534100364,1,1.6666666666666663,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.001180576752974,2.874054364648986
b0.1.1.3.4,b0.1.1.3,4,4,1.4753605156578264,2,1.8333333333333333,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0006678642334273,3.443727826896776
b0.1.1.4.0,b0.1.1.4,4,0,0.4133333333333333,0,2.1666666666666665,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0022004972347066,2.251374106820073
b0.1.1.4.1,b0.1.1.4,4,1,0.6663401289144566,0,2.5,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0017086038157964,2.504380902401196
b0.1.1.4.2,b0.1.1.4,4,2,0.7526802578289131,0,2.0,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b,0.0015672718396787,2.590721031315653
b0.1.1.4.3,b0.1.1.4,4,3,0.9056870534100364,0,1.833333333333333,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66,0.0013449134082871,2.743727826896776
b0.1.1.4.4,b0.1.1.4,4,4,1.4753605156578264,1,2.0,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6,0.0007608311447681,3.313401289144566
b0.1.2.0.0,b0.1.2.0,4,0,0.4133333333333333,0,1.833333333333333,,1,t2:q2:r2,fe3f5fcb885a05fa,0.0041138955583092,1.6256870534100365
b0.1.2.0.1,b0.1.2.0,4,1,0.6663401289144566,0,2.1666666666666665,,1,t2:q2:r2,fe3f5fcb885a05fa,0.0031942860631006,1.8786938489911595
b0.1.2.0.2,b0.1.2.0,4,2,0.7526802578289131,0,1.6666666666666663,t4:q2:r0,2,t2:q2:r2|t4:q2:r0,15bd5c58c3d39ab6,0.0029300616961588,1.965033977905616
b0.1.2.0.3,b0.1.2.0,4,3,0.9056870534100364,0,1.4999999999999998,t4:q3:r1,2,t2:q2:r2|t4:q3:r1,b198caf3d1c15f91,0.0025143559416471,2.1180407734867392
b0.1.2.0.4,b0.1.2.0,4,4,1.4753605156578264,1,1.6666666666666663,t4:q4:r2,2,t2:q2:r2|t4:q4:r2,fd0843aca4346550,0.0014223966373228,2.6877142357345294
b0.1.2.1.0,b0.1.2.1,4,0,0.4133333333333333,0,2.1666666666666665,,2,t2:q2:r2|t3:q1:r2,eaaa253cf539913f,0.0031942860631006,1.8786938489911595
b0.1.2.1.1,b0.1.2.1,4,1,0.6663401289144566,0,2.5,,2,t2:q2:r2|t3:q1:r2,eaaa253cf539913f,0.0024802436786004,2.131700644572283
b0.1.2.1.2,b0.1.2.1,4,2,0.7526802578289131,0,2.0,t4:q2:r1,3,t2:q2:r2|t3:q1:r2|t4:q2:r1,0a17a7ff4e660659,0.0022750833382633,2.21804077348674
b0.1.2.1.3,b0.1.2.1,4,3,0.9056870534100364,0,1.8333333333333333,t4:q3:r2,3,t2:q2:r2|t3:q1:r2|t4:q3:r2,64e25f2d73c03c52,0.0019523033650807,2.371047569067863
b0.1.2.1.4,b0.1.2.1,4,4,1.4753605156578264,1,2.0,t4:q4:r0,3,t2:q2:r2|t3:q1:r2|t4:q4:r0,7f90e67a8abfae48,0.0011044377987731,2.9407210313156527
b0.1.2.2.0,b0.1.2.2,4,0,0.4133333333333333,0,1.6666666666666663,,2,t2:q2:r2|t3:q2:r0,de0a5bca19ac9ba3,0.0029300616961588,1.9650339779056163
b0.1.2.2.1,b0.1.2.2,4,1,0.6663401289144566,0,2.0,,2,t2:q2:r2|t3:q2:r0,de0a5bca19ac9ba3,0.0022750833382633,2.21804077348674
b0.1.2.2.2,b0.1.2.2,4,2,0.7526802578289131,0,1.5,t4:q2:r1,3,t2:q2:r2|t3:q2:r0|t4:q2:r1,c8addd5abc4e4988,0.0020868934132167,2.304380902401196
b0.1.2.2.3,b0.1.2.2,4,3,0.9056870534100364,0,1.3333333333333333,t4:q3:r2,3,t2:q2:r2|t3:q2:r0|t4:q3:r2,cf4b012b67879c2e,0.0017908130944766,2.45738769798232
b0.1.2.2.4,b0.1.2.2,4,4,1.4753605156578264,1,1.5,t4:q4:r0,3,t2:q2:r2|t3:q2:r0|t4:q4:r0,e0867ed0fd2d7a7f,0.0010130811161082,3.0270611602301094
b0.1.2.3.0,b0.1.2.3,4,0,0.4133333333333333,1,1.5,,1,t2:q2:r2,fe3f5fcb885a05fa,0.0017718366853922,2.46804077348674
b0.1.2.3.1,b0.1.2.3,4,1,0.6663401289144566,1,1.8333333333333333,,1,t2:q2:r2,fe3f5fcb885a05fa,0.0013757649288901,2.7210475690678626
b0.1.2.3.2,b0.1.2.3,4,2,0.7526802578289131,1,1.3333333333333333,t4:q2:r0,2,t2:q2:r2|t4:q2:r0,15bd5c58c3d39ab6,0.00126196465859,2.80738769798232
b0.1.2.3.3,b0.1.2.3,4,3,0.9056870534100364,1,1.1666666666666663,t4:q3:r1,2,t2:q2:r2|t4:q3:r1,b198caf3d1c15f91,0.0010829220223022,2.9603944935634425
b0.1.2.3.4,b0.1.2.3,4,4,1.4753605156578264,2,1.3333333333333333,t4:q4:r2,2,t2:q2:r2|t4:q4:r2,fd0843aca4346550,0.000612619962628,3.5300679558112327
b0.1.2.4.0,b0.1.2.4,4,0,0.4133333333333333,0,1.6666666666666663,,2,t2:q2:r2|t3:q4:r2,c4f25e5d873d543b,0.002018476909253,2.3377142357345297
b0.1.2.4.1,b0.1.2.4,4,1,0.6663401289144566,0,2.0,,2,t2:q2:r2|t3:q4:r2,c4f25e5d873d543b,0.0015672718396787,2.590721031315653
b0.1.2.4.2,b0.1.2.4,4,2,0.7526802578289131,0,1.5,t4:q2:r1,3,t2:q2:r2|t3:q4:r2|t4:q2:r1,271b816fdd070443,0.0014376305359619,2.6770611602301093
b0.1.2.4.3,b0.1.2.4,4,3,0.9056870534100364,0,1.3333333333333333,t4:q3:r2,3,t2:q2:r2|t3:q4:r2|t4:q3:r2,5e2a6b264cb14783,0.0012336651083927,2.8300679558112325
b0.1.2.4.4,b0.1.2.4,4,4,1.4753605156578264,1,1.5,t4:q4:r0,3,t2:q2:r2|t3:q4:r2|t4:q4:r0,bb544d00a5a11043,0.0006978968540988,3.399741418059022
b0.1.3.0.0,b0.1.3.0,4,0,0.4133333333333333,0,1.6666666666666663,,0,EMPTY,cc1d2f838445db7a,0.0035302320609531,1.7786938489911597
b0.1.3.0.1,b0.1.3.0,4,1,0.6663401289144566,0,2.0,,0,EMPTY,cc1d2f838445db7a,0.0027410931833301,2.031700644572283
b0.1.3.0.2,b0.1.3.0,4,2,0.7526802578289131,0,1.5,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0025143559416471,2.1180407734867392
b0.1.3.0.3,b0.1.3.0,4,3,0.9056870534100364,0,1.3333333333333333,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.0021576289023484,2.271047569067863
b0.1.3.0.4,b0.1.3.0,4,4,1.4753605156578264,1,1.5,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.0012205925360275,2.840721031315653
b0.1.3.1.0,b0.1.3.1,4,0,0.4133333333333333,0,2.0,,1,t3:q1:r1,15b6f910cc830186,0.0027410931833301,2.0317006445722825
b0.1.3.1.1,b0.1.3.1,4,1,0.6663401289144566,0,2.333333333333333,,1,t3:q1:r1,15b6f910cc830186,0.0021283563544744,2.284707440153406
b0.1.3.1.2,b0.1.3.1,4,2,0.7526802578289131,0,1.8333333333333333,t4:q2:r0,2,t3:q1:r1|t4:q2:r0,28d166f7e83150e8,0.0019523033650807,2.3710475690678625
b0.1.3.1.3,b0.1.3.1,4,3,0.9056870534100364,0,1.6666666666666667,t4:q3:r1,2,t3:q1:r1|t4:q3:r1,56c0b34234df91fd,0.001675318158769,2.524054364648986
b0.1.3.1.4,b0.1.3.1,4,4,1.4753605156578264,1,1.8333333333333333,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1,0.0009477444605229,3.093727826896776
b0.1.3.2.0,b0.1.3.2,4,0,0.4133333333333333,0,1.5,,1,t3:q2:r2,31563140965101ea,0.0025143559416471,2.1180407734867392
b0.1.3.2.1,b0.1.3.2,4,1,0.6663401289144566,0,1.8333333333333333,,1,t3:q2:r2,31563140965101ea,0.0019523033650807,2.371047569067863
b0.1.3.2.2,b0.1.3.2,4,2,0.7526802578289131,0,1.3333333333333333,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9,0.0017908130944766,2.4573876979823197
b0.1.3.2.3,b0.1.3.2,4,3,0.9056870534100364,0,1.1666666666666663,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea,0.001536739499506,2.610394493563443
b0.1.3.2.4,b0.1.3.2,4,4,1.4753605156578264,1,1.3333333333333333,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce,0.0008693491085859,3.1800679558112326
b0.1.3.3.0,b0.1.3.3,4,0,0.4133333333333333,1,1.3333333333333333,,0,EMPTY,cc1d2f838445db7a,0.0015204553895178,2.621047569067863
b0.1.3.3.1,b0.1.3.3,4,1,0.6663401289144566,1,1.6666666666666663,,0,EMPTY,cc1d2f838445db7a,0.001180576752974,2.874054364648986
b0.1.3.3.2,b0.1.3.3,4,2,0.7526802578289131,1,1.1666666666666663,t4:q2:r2,1,t4:q2:r2,551c21015b186952,0.0010829220223022,2.9603944935634425
b0.1.3.3.3,b0.1.3.3,4,3,0.9056870534100364,1,1.0,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db,0.0009292812587139,3.1134012891445657
b0.1.3.3.4,b0.1.3.3,4,4,1.4753605156578264,2,1.1666666666666663,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475,0.000525703825631,3.683074751392356
b0.1.3.4.0,b0.1.3.4,4,0,0.4133333333333333,0,1.5,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0017321032579318,2.490721031315653
b0.1.3.4.1,b0.1.3.4,4,1,0.6663401289144566,0,1.8333333333333333,,1,t3:q4:r1,3f52a1fd3d4d81fc,0.0013449134082871,2.743727826896776
b0.1.3.4.2,b0.1.3.4,4,2,0.7526802578289131,0,1.3333333333333333,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b,0.0012336651083927,2.8300679558112325
b0.1.3.4.3,b0.1.3.4,4,3,0.9056870534100364,0,1.1666666666666663,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66,0.001058637502192,2.983074751392356
b0.1.3.4.4,b0.1.3.4,4,4,1.4753605156578264,1,1.3333333333333333,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6,0.0005988819634961,3.552748213640146
b0.1.4.0.0,b0.1.4.0,4,0,0.4133333333333333,1,1.833333333333333,,1,t2:q4:r1,fdcbd870a065ef15,0.0019970880531654,2.34836731123895
b0.1.4.0.1,b0.1.4.0,4,1,0.6663401289144566,1,2.1666666666666665,,1,t2:q4:r1,fdcbd870a065ef15,0.0015506641927567,2.6013741068200726
b0.1.4.0.2,b0.1.4.0,4,2,0.7526802578289131,1,1.6666666666666663,t4:q2:r0,2,t2:q4:r1|t4:q2:r0,ae66c45a4d04292e,0.0014223966373228,2.6877142357345294
b0.1.4.0.3,b0.1.4.0,4,3,0.9056870534100364,1,1.4999999999999998,t4:q3:r1,2,t2:q4:r1|t4:q3:r1,25c37c7d9b3ece7a,0.0012205925360275,2.840721031315653
b0.1.4.0.4,b0.1.4.0,4,4,1.4753605156578264,2,1.6666666666666663,t4:q4:r2,2,t2:q4:r1|t4:q4:r2,c13a042a0c64d1ac,0.000690501567431,3.4103944935634427
b0.1.4.1.0,b0.1.4.1,4,0,0.4133333333333333,1,2.1666666666666665,,2,t2:q4:r1|t3:q1:r2,be6a421582c54494,0.0015506641927567,2.6013741068200726
b0.1.4.1.1,b0.1.4.1,4,1,0.6663401289144566,1,2.5,,2,t2:q4:r1|t3:q1:r2,be6a421582c54494,0.0012040327590396,2.8543809024011964
b0.1.4.1.2,b0.1.4.1,4,2,0.7526802578289131,1,2.0,t4:q2:r1,3,t2:q4:r1|t3:q1:r2|t4:q2:r1,d636aea9163dcb51,0.0011044377987731,2.9407210313156527
b0.1.4.1.3,b0.1.4.1,4,3,0.9056870534100364,1,1.8333333333333333,t4:q3:r2,3,t2:q4:r1|t3:q1:r2|t4:q3:r2,ec3d9705168e805a,0.0009477444605229,3.0937278268967763
b0.1.4.1.4,b0.1.4.1,4,4,1.4753605156578264,2,2.0,t4:q4:r0,3,t2:q4:r1|t3:q1:r2|t4:q4:r0,60a55681d1102b41,0.0005361486460051,3.663401289144566
b0.1.4.2.0,b0.1.4.2,4,0,0.4133333333333333,1,1.6666666666666663,,2,t2:q4:r1|t3:q2:r0,b49db9364f40f0c4,0.0014223966373228,2.6877142357345294
b0.1.4.2.1,b0.1.4.2,4,1,0.6663401289144566,1,2.0,,2,t2:q4:r1|t3:q2:r0,b49db9364f40f0c4,0.0011044377987731,2.940721031315653
b0.1.4.2.2,b0.1.4.2,4,2,0.7526802578289131,1,1.5,t4:q2:r1,3,t2:q4:r1|t3:q2:r0|t4:q2:r1,f04785dd5f9798e8,0.0010130811161082,3.0270611602301094
b0.1.4.2.3,b0.1.4.2,4,3,0.9056870534100364,1,1.3333333333333333,t4:q3:r2,3,t2:q4:r1|t3:q2:r0|t4:q3:r2,acc6876f6bca9342,0.0008693491085859,3.180067955811233
b0.1.4.2.4,b0.1.4.2,4,4,1.4753605156578264,2,1.5,t4:q4:r0,3,t2:q4:r1|t3:q2:r0|t4:q4:r0,937f4dff8261ccee,0.0004917996009356,3.749741418059023
b0.1.4.3.0,b0.1.4.3,4,0,0.4133333333333333,2,1.5,,1,t2:q4:r1,fdcbd870a065ef15,0.0008601370225381,3.190721031315652
b0.1.4.3.1,b0.1.4.3,4,1,0.6663401289144566,2,1.8333333333333333,,1,t2:q4:r1,fdcbd870a065ef15,0.0006678642334273,3.443727826896776
b0.1.4.3.2,b0.1.4.3,4,2,0.7526802578289131,2,1.3333333333333333,t4:q2:r0,2,t2:q4:r1|t4:q2:r0,ae66c45a4d04292e,0.000612619962628,3.530067955811232
b0.1.4.3.3,b0.1.4.3,4,3,0.9056870534100364,2,1.1666666666666663,t4:q3:r1,2,t2:q4:r1|t4:q3:r1,25c37c7d9b3ece7a,0.000525703825631,3.683074751392356
b0.1.4.3.4,b0.1.4.3,4,4,1.4753605156578264,3,1.3333333333333333,t4:q4:r2,2,t2:q4:r1|t4:q4:r2,c13a042a0c64d1ac,0.0002973959817779,4.252748213640146
b0.1.4.4.0,b0.1.4.4,4,0,0.4133333333333333,1,1.6666666666666663,,2,t2:q4:r1|t3:q4:r2,c78cf84910990f35,0.0009798683665942,3.060394493563442
b0.1.4.4.1,b0.1.4.4,4,1,0.6663401289144566,1,2.0,,2,t2:q4:r1|t3:q4:r2,c78cf84910990f35,0.0007608311447681,3.313401289144566
b0.1.4.4.2,b0.1.4.4,4,2,0.7526802578289131,1,1.5,t4:q2:r1,3,t2:q4:r1|t3:q4:r2|t4:q2:r1,d1b85f05a6dc5de3,0.0006978968540988,3.399741418059022
b0.1.4.4.3,b0.1.4.4,4,3,0.9056870534100364,1,1.3333333333333333,t4:q3:r2,3,t2:q4:r1|t3:q4:r2|t4:q3:r2,c01ca0a969eb4659,0.0005988819634961,3.552748213640146
b0.1.4.4.4,b0.1.4.4,4,4,1.4753605156578264,2,1.5,t4:q4:r0,3,t2:q4:r1|t3:q4:r2|t4:q4:r0,b032cf2aef3649f4,0.0003387935959743,4.122421675887935
b0.2.0.0.0,b0.2.0.0,4,0,0.4133333333333333,0,1.5,,1,t1:q2:r2,fb35b0c7b0cee53e,0.0052982532967784,1.3726802578289132
b0.2.0.0.1,b0.2.0.0,4,1,0.6663401289144566,0,1.8333333333333333,,1,t1:q2:r2,fb35b0c7b0cee53e,0.0041138955583092,1.6256870534100365
b0.2.0.0.2,b0.2.0.0,4,2,0.7526802578289131,0,1.3333333333333333,t4:q2:r0,2,t1:q2:r2|t4:q2:r0,a0110e55154bb9e7,0.0037736031023155,1.712027182324493
b0.2.0.0.3,b0.2.0.0,4,3,0.9056870534100364,0,1.1666666666666663,t4:q3:r1,2,t1:q2:r2|t4:q3:r1,759602478b982b6b,0.0032382189747621,1.8650339779056164
